id,concepts
2722,Concept TUFT (CLASSIFIER)
2723,Concept BUD (CLASSIFIER)
2724,Concept CHAIN (CLASSIFIER)
2725,Concept PORTION (CLASSIFIER)
2726,Concept STALK (CLASSIFIER)
2727,Concept BOTTLE (CLASSIFIER)
2728,Concept MOUTHFUL (CLASSIFIER)
2729,Concept SHEET (CLASSIFIER)
2730,Concept HAT (CLASSIFIER)
2731,Concept NEEDLE (CLASSIFIER)
2732,Concept HOUSE (CLASSIFIER)
2733,Concept BRIDGE (CLASSIFIER)
2734,Concept DOOR (CLASSIFIER)
2735,Concept CAR (CLASSIFIER)
2736,Concept SHIP (CLASSIFIER)
2737,Concept AFFAIR (CLASSIFIER)
2738,Concept DEAL (CLASSIFIER)
2739,Concept WALK (CLASSIFIER)
2740,Concept BEAT (CLASSIFIER)
2741,Concept BIT (CLASSIFIER)
2742,Concept SUNNY DAY
2743,Concept CLOUDY DAY
2744,Concept PLUM BLOSSOM
2745,Concept APRICOT BLOSSOM
2746,Concept PEACH BLOSSOM
2748,Concept SWEET OLIVE FLOWER
2749,Concept UNHUSKED RICE
2750,Concept GLUTINOUS RICE
2751,Concept BY (PASSIVE MARKER)
2753,Concept UNTIL
2754,Concept TOWARDS
2755,Concept BUSY
2756,Concept IDLE
2757,Concept ANGULAR (SQUAREFORMED)
2758,Concept CAREFUL
2759,Concept RECOMMEND
2760,Concept MAKE A JOKE
2761,Concept BEND (ONESELF)
2762,Concept BLOCK (THE WAY)
2763,Concept CARRY HORIZONTALLY
2764,Concept CHICKEN NEST
2765,Concept CHERRY
2766,Concept WATERMELON
2767,Concept MEAT DISHES
2768,Concept LITCHI
2769,Concept PORK
2770,Concept JACKET
2771,Concept SHAWL
2772,Concept VEGETABLE KNIFE
2773,Concept FINGERTIP
2774,Concept LITTLE FINGER
2775,Concept FORENOON
2776,Concept WILD GOOSE
2777,Concept PIG TONGUE
2778,Concept PIG LIVER
2779,Concept CHICKEN EGG
2782,Concept FOOT (MEASURE)
2783,Concept SCALES (MEASURE INSTRUMENT)
2784,Concept CRUCIAN CARP
2785,Concept BIVALVIA (MUSSELS OR OYSTERS)
2788,Concept LADLE (WATER)
2795,Concept MOSQUITO NET
2796,Concept FISHING (WITH A HOOK)
2817,Concept EMU
2830,Concept OYSTERS
2837,Concept SWAN
2839,Concept WHITE MAN
2845,Concept SIZE (OF OBJECT)
2846,Concept MARCH
2847,Concept APRIL
2848,Concept MAY (MONTH)
2849,Concept JUNE
2850,Concept JULY
2851,Concept AUGUST
2852,Concept SEPTEMBER
2853,Concept OCTOBER
2854,Concept NOVEMBER
2855,Concept DECEMBER
2856,Concept CHANGE (SOMETHING)
2857,Concept CHANGE (BECOME DIFFERENT)
2858,Concept STREAM (FLOW CONTINUOUSLY)
2859,Concept SMOKE (EMIT SMOKE)
2860,Concept BOLT (MOVE IN HASTE)
2861,Concept BUDGE (ONESELF)
2862,Concept CONNECT
2863,Concept DASH (OF VEHICLE)
2864,Concept DECREASE
2865,Concept DIE (FROM ACCIDENT)
2866,Concept DROP (SOMETHING)
2867,Concept CALCULATE
2868,Concept DRIVE (CATTLE)
2869,Concept BOTHER (HARASS)
2870,Concept RECOGNIZE (SOMEBODY)
2871,Concept SWING (MOVEMENT)
2872,Concept IMPROVE (SOMETHING)
2873,Concept MOVE (AFFECT EMOTIONALLY)
2874,Concept MOVE (ONESELF)
2875,Concept RING (MAKE SOUND)
2876,Concept ROAR (OF SEA)
2877,Concept RUSTLE (OF LEAVES)
2879,Concept SOUND (OF INSTRUMENT OR VOICE)
2880,Concept HALT (STOP)
2881,Concept URGE (SOMEONE)
2882,Concept ADD
2883,Concept DISTURB
2884,Concept HANG
2885,Concept HERD (SOMETHING)
2886,Concept PRODUCE
2887,Concept THAW (DEW)
2888,Concept TINKLE
2889,Concept TWINKLE
2890,Concept WALK (TAKE A WALK)
2891,Concept TIE UP (TETHER)
2892,Concept MAKE ANGRY (ANNOY)
2893,Concept NOTICE (SOMETHING)
2894,Concept TUMBLE (FALL DOWN)
2896,Concept CAUSE TO (LET)
2897,Concept CHIME (ACTION)
2898,Concept CONVEY (A MESSAGE)
2899,Concept JOG (SOMETHING)
2900,Concept PROTECT
2901,Concept SWING (SOMETHING)
2902,Concept BRAWL (FIGHT)
2903,Concept CHAT (WITH SOMEBODY)
2904,Concept RINSE
2905,Concept KNIT
2906,Concept TRANSLATE
2907,Concept ROT
2908,Concept SINK (DISAPPEAR IN WATER)
2909,Concept PREPARE
2910,Concept BACK (DIRECTION)
2911,Concept BACKWARD
2912,Concept FORWARD
2914,Concept ONCE (IN THE PAST)
2915,Concept AT FIRST
2916,Concept INSTANTLY
2917,Concept NEXT TO
2918,Concept BECAUSE OF
2919,Concept STILL (CONTINUING)
2920,Concept SUDDENLY
2921,Concept THEN
2922,Concept AT THAT TIME
2923,Concept THITHER (THERE TO)
2924,Concept A LITTLE
2925,Concept HITHER (HERE TO)
2926,Concept HARDLY
2927,Concept FROM HERE
2928,Concept WHITHER (WHERE TO)
2929,Concept BENEFIT
2930,Concept BOSS
2931,Concept BUSINESS
2932,Concept COLD (CHILL)
2933,Concept CONVERSATION
2934,Concept CUCKOO
2935,Concept CURRENT (STREAM)
2936,Concept ELEVATION
2937,Concept FAIRY TALE
2938,Concept FLAVOR
2939,Concept FLOCK (OF ANIMALS)
2940,Concept GATE
2941,Concept HAPPINESS
2942,Concept HOARFROST
2943,Concept BUNDLE
2944,Concept CALL (APPEAL)
2945,Concept COUNT (QUANTITY)
2946,Concept CRADLE
2947,Concept DAMAGE (INJURY)
2948,Concept GAP (DISTANCE)
2949,Concept LAIR
2950,Concept MEANING
2951,Concept POUCH
2952,Concept SLAB
2953,Concept SLEEVE
2954,Concept SLICE
2955,Concept STATE (POLITICS)
2956,Concept TUBE
2957,Concept WARE
2958,Concept LAUGHTER
2959,Concept LEASH
2961,Concept MESSAGE
2962,Concept MOORLAND
2963,Concept NET
2964,Concept NEWS
2965,Concept PAW
2966,Concept PERCH (FISH)
2967,Concept PIKE (FISH)
2968,Concept REASON
2969,Concept RIBBON
2971,Concept SIN
2972,Concept SLEEP (STATE)
2973,Concept STRAP
2974,Concept SWARM (OF BIRDS)
2975,Concept THOUGHT
2976,Concept VIOLENCE
2977,Concept WORKER
2978,Concept DISTANCE
2979,Concept WALK (MANNER)
2980,Concept AREA
2981,Concept ITEM
2982,Concept GIFT
2983,Concept COMPANIONSHIP
2984,Concept HEAP
2985,Concept HEIGHT
2986,Concept CAMPFIRE
2987,Concept AMOUNT
2988,Concept PATTERN
2989,Concept FRINGE
2990,Concept SACK
2991,Concept SKI
2992,Concept TIP (OF OBJECT)
2993,Concept STROKE (OF PEN)
2994,Concept SUPPORT (OF OBJECT)
2995,Concept TONE (MUSIC)
2996,Concept WEALTH
2997,Concept COLORFUL
2998,Concept DAMP
2999,Concept EVERYWHERE
3000,Concept LIVING
3001,Concept POWERFUL
3002,Concept PRECIOUS
3003,Concept SOLID
3004,Concept FORMER
3005,Concept FAMILIAR
3006,Concept SPACE (AVAILABLE)
3007,Concept EUCALYPT
3008,Concept ECHIDNA
3009,Concept WHITE COCKATOO
3010,Concept WAGTAIL
3011,Concept GRUB
3012,Concept BANDICOOT
3013,Concept BLACK COCKATOO
3014,Concept BLACK DUCK
3015,Concept PATERNAL GRANDMOTHER
3016,Concept FIRE STICK
3017,Concept MONITOR LIZARD
3018,Concept NATIVE CAT
3019,Concept SAND HILL
3020,Concept BREAK (BREAKING)
3021,Concept BLUE TONGUED SKINK
3024,Concept BRIDE PRICE
3025,Concept BARN OR SHED
3026,Concept CONJUNCTIVITIS
3027,Concept COOKED CORN
3028,Concept GRAVEL
3029,Concept SUGAR PALM
3030,Concept LONTAR PALM
3031,Concept MORINGA TREE
3032,Concept STARFISH
3033,Concept SCARED
3036,Concept TREETOP
3037,Concept SAME-SEX OLDER SIBLING
3038,Concept SAME-SEX YOUNGER SIBLING
3039,Concept DIFFERENT-SEX OLDER SIBLING
3040,Concept DIFFERENT-SEX YOUNGER SIBLING
3044,Concept BOVINE
3046,Concept FODDER
3048,Concept MOUTH HARP
3049,Concept COURAGE
3050,Concept SEEDLING
3052,Concept ERHU
3053,Concept TIGHT
3054,Concept BEAR FRUIT
3055,Concept SWINDLE
3056,Concept ANIMAL (CLASSIFIER)
3057,Concept FLAIL
3058,Concept GRAZE
3059,Concept MALARIA
3060,Concept PHEASANT
3061,Concept PHLEGM
3062,Concept TURNIP
3063,Concept RAMIE
3064,Concept RUST
3065,Concept SADDLE
3066,Concept SCARF OR TURBAN
3067,Concept CLEAVER
3068,Concept COOL DOWN
3069,Concept FALSE
3070,Concept HOLD A MEETING
3071,Concept INSERT
3072,Concept MISPLACE
3073,Concept MANAGE
3074,Concept FIX
3075,Concept SLANTED
3076,Concept SLOPE
3077,Concept SWALLOW (BIRD)
3079,Concept HIGHLAND BARLEY
3080,Concept SPLIT OPEN
3081,Concept CROPS
3082,Concept MINCE (SOMETHING)
3089,Concept GIRAFFE
3137,Concept OAR
3155,Concept DIBBLE STICK
3161,Concept CHEW BETEL
3164,Concept ONE HUNDRED AND TWENTY THREE
3170,Concept BATHE (SOMEONE)
3174,Concept WAKE UP (SOMEONE)
3180,Concept SHOOT (WITH SLINGSHOT)
