affiliation,glottocode,language,iso,level,area,latitude,longitude
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,North Scandinavian,East-Central Swedic,Dalecarlian",oste1242,Österdalarna,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,North Scandinavian,East-Central Swedic,Dalecarlian,Österdalarna",neda1234,Nedansiljan,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,North Scandinavian,East-Central Swedic,Dalecarlian,Österdalarna,Nedansiljan",bing1249,Bingsjö,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,North Scandinavian,East-Central Swedic,Dalecarlian,Österdalarna,Nedansiljan",bjur1234,Bjursås,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,North Scandinavian,East-Central Swedic,Dalecarlian,Österdalarna,Nedansiljan",boda1234,Boda,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,North Scandinavian,East-Central Swedic,Dalecarlian,Österdalarna,Nedansiljan",djur1234,Djura,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,North Scandinavian,East-Central Swedic,Dalecarlian,Österdalarna,Nedansiljan",gagn1236,Gagnef,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,North Scandinavian,East-Central Swedic,Dalecarlian,Österdalarna,Nedansiljan",leks1234,Leksand,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,North Scandinavian,East-Central Swedic,Dalecarlian,Österdalarna,Nedansiljan",mock1234,Mockfjärd,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,North Scandinavian,East-Central Swedic,Dalecarlian,Österdalarna,Nedansiljan",ratt1234,Rättvik,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,North Scandinavian,East-Central Swedic,Dalecarlian,Österdalarna,Nedansiljan",silj1234,Siljansnäs,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,North Scandinavian,East-Central Swedic,Dalecarlian,Österdalarna,Nedansiljan",alll1234,Ål,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,North Scandinavian,East-Central Swedic,Dalecarlian,Österdalarna",ovan1234,Ovansiljan,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,North Scandinavian,East-Central Swedic,Dalecarlian,Österdalarna,Ovansiljan",elfd1234,Elfdalian,ovd,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,North Scandinavian,East-Central Swedic,Dalecarlian,Österdalarna,Ovansiljan,Elfdalian",blyb1234,Blyberg,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,North Scandinavian,East-Central Swedic,Dalecarlian,Österdalarna,Ovansiljan,Elfdalian",evet1234,Evetsberg,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,North Scandinavian,East-Central Swedic,Dalecarlian,Österdalarna,Ovansiljan,Elfdalian",asen1244,Åsen,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,North Scandinavian,East-Central Swedic,Dalecarlian,Österdalarna,Ovansiljan",mora1274,Moramål,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,North Scandinavian,East-Central Swedic,Dalecarlian,Österdalarna,Ovansiljan,Moramål",bona1257,Bonäs,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,North Scandinavian,East-Central Swedic,Dalecarlian,Österdalarna,Ovansiljan,Moramål",farn1235,Färnäs,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,North Scandinavian,East-Central Swedic,Dalecarlian,Österdalarna,Ovansiljan,Moramål",norr1245,Norra Venjan,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,North Scandinavian,East-Central Swedic,Dalecarlian,Österdalarna,Ovansiljan,Moramål",oree1239,Ore,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,North Scandinavian,East-Central Swedic,Dalecarlian,Österdalarna,Ovansiljan,Moramål",soll1234,Sollerömål,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,North Scandinavian,East-Central Swedic,Dalecarlian,Österdalarna,Ovansiljan,Moramål",sodr1234,Södra Venjan,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,North Scandinavian,East-Central Swedic,Dalecarlian,Österdalarna,Ovansiljan,Moramål",vika1234,Vika,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,North Scandinavian,East-Central Swedic,Dalecarlian,Österdalarna,Ovansiljan,Moramål",ostn1234,Östnor,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,North Scandinavian,East-Central Swedic,Dalecarlian,Österdalarna,Ovansiljan",orsa1234,Orsamål,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,North Scandinavian,East-Central Swedic,Dalecarlian,Österdalarna,Ovansiljan,Orsamål",hans1244,Hansjö,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,North Scandinavian,East-Central Swedic,Dalecarlian,Österdalarna,Ovansiljan,Orsamål",skat1234,Skattungbyn,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,North Scandinavian,East-Central Swedic,Dalecarlian,Österdalarna,Ovansiljan,Orsamål",vamh1234,Våmhus,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,North Scandinavian,East-Central Swedic,East Swedic",east2303,Archaic Finnish Swedish,NA,language,Eurasia,62.476944,21.348611
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,North Scandinavian,East-Central Swedic,East Swedic,Archaic Finnish Swedish",nyla1238,Nyland Swedish,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,North Scandinavian,East-Central Swedic,East Swedic,Archaic Finnish Swedish",sout2638,Southwest Finland Swedish,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,North Scandinavian,East-Central Swedic,East Swedic,Archaic Finnish Swedish",alan1247,Åland Islands Swedish,NA,dialect,Eurasia,60.2151,19.9422
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,North Scandinavian,East-Central Swedic,East Swedic,Archaic Finnish Swedish",oste1241,Österbotten,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,North Scandinavian,East-Central Swedic,East Swedic",esto1259,Estonian Swedish,NA,language,Eurasia,59.05472,23.45
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,North Scandinavian,East-Central Swedic,East Swedic",swed1254,Swedish,swe,language,Eurasia,59.800634,17.389526
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,North Scandinavian,East-Central Swedic,East Swedic,Swedish",gota1234,Götamål,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,North Scandinavian,East-Central Swedic,East Swedic,Swedish",olds1252,Old Swedish,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,North Scandinavian,East-Central Swedic,East Swedic,Swedish",stan1279,Standard Swedish,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,North Scandinavian,East-Central Swedic,East Swedic,Swedish",svea1239,Sveamål,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,North Scandinavian,Narrow North Scandinavian",arch1246,Archaic Norrlandic,NA,language,Eurasia,66.32,22.84
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,North Scandinavian,Narrow North Scandinavian",jamt1238,Jamtska,NA,language,Eurasia,63.12,14.56
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,South Scandinavian",dani1285,Danish,dan,language,Eurasia,54.8655,9.36284
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,South Scandinavian,Danish",east2842,Eastern Funen,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,South Scandinavian,Danish",east2841,Eastern Zealand,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,South Scandinavian,Danish",oldd1239,Old Danish,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,South Scandinavian,Danish",sout3312,Southern Funen Islands,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,South Scandinavian,Danish",sout3311,Southern Islands Danish,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,South Scandinavian,Danish",sout3310,Southern Zealand,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,South Scandinavian,Danish",west2930,Western Funen,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,South Scandinavian,Danish",west2929,Western Zealand,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,South Scandinavian",scan1238,East Danish,NA,language,Eurasia,55.52,13.04
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,South Scandinavian,East Danish",blek1238,Blekingska,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,South Scandinavian,East Danish",born1251,Bornholmska,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,South Scandinavian,East Danish",hall1240,Halländska,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,South Scandinavian,East Danish",skan1239,Skånska,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,South Scandinavian",juti1236,Jutish,jut,language,Eurasia,54.911,9.38924
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,West Scandinavian,Icelandic-Faroese",faro1244,Faroese,fao,language,Eurasia,62.0732,-6.88497
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,West Scandinavian,Icelandic-Faroese",icel1247,Icelandic,isl,language,Eurasia,63.4837,-19.0212
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,West Scandinavian",norw1258,Norwegian,nor,language,Eurasia,59.92,10.71
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,West Scandinavian,Norwegian",nord1235,Nordnorsk,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,West Scandinavian,Norwegian",norw1259,Norwegian Bokmål,nob,dialect,Eurasia,61.112,8.886
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,West Scandinavian,Norwegian",norw1262,Norwegian Nynorsk,nno,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,West Scandinavian,Norwegian",trnd1234,Trøndersk,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,West Scandinavian,Norwegian",vest1240,Vestnorsk,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,West Scandinavian,Norwegian",stno1234,Østnorsk,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,West Scandinavian",oldn1244,Old Norse,non,language,Eurasia,63.42,10.38
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,West Scandinavian,Old Norse",olde1240,Old East Norse,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,West Scandinavian,Old Norse",oldn1246,Old Norn,nrn,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,North Germanic,West Scandinavian,Old Norse",oldw1240,Old West Norse,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic",olde1239,Older Runic,NA,language,Eurasia,55.2718,10.3765
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,West Germanic,High German,Middle German,East Middle German",uppe1400,Central East Middle German,sxu,language,Eurasia,51.152,12.692
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,West Germanic,High German,Middle German,East Middle German,Central East Middle German",high1271,High East Prussian,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,West Germanic,High German,Middle German,East Middle German,Central East Middle German,High East Prussian",bres1234,Breslauisch,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,West Germanic,High German,Middle German,East Middle German,Central East Middle German,High East Prussian",ober1243,Oberländisch,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,West Germanic,High German,Middle German,East Middle German,Central East Middle German",nord1239,Nordobersächsisch-Südmärkisch,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,West Germanic,High German,Middle German,East Middle German,Central East Middle German",thur1252,Thuringian,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,West Germanic,High German,Middle German,East Middle German,Central East Middle German,Thuringian",cent2354,Central Thuringian,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,West Germanic,High German,Middle German,East Middle German,Central East Middle German,Thuringian",east2833,East Thuringian,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,West Germanic,High German,Middle German,East Middle German,Central East Middle German,Thuringian",ilmt1234,Ilm Thuringian,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,West Germanic,High German,Middle German,East Middle German,Central East Middle German,Thuringian",nort3311,North Thuringian,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,West Germanic,High German,Middle German,East Middle German,Central East Middle German,Thuringian",nort3312,Northeast Thuringian,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,West Germanic,High German,Middle German,East Middle German,Central East Middle German,Thuringian",sout3295,Southeast Thuringian,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,West Germanic,High German,Middle German,East Middle German,Central East Middle German,Thuringian",west2912,West Thuringian,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,West Germanic,High German,Middle German,East Middle German,Central East Middle German",uppe1465,Upper Saxon,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,West Germanic,High German,Middle German,East Middle German,Central East Middle German,Upper Saxon",nort3313,North Upper Saxon,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,West Germanic,High German,Middle German,East Middle German,Central East Middle German,Upper Saxon,North Upper Saxon",anha1243,Anhaltisch,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,West Germanic,High German,Middle German,East Middle German,Central East Middle German,Upper Saxon,North Upper Saxon",meis1234,Meissnisch,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,West Germanic,High German,Middle German,East Middle German,Central East Middle German,Upper Saxon,North Upper Saxon,Meissnisch",nord1240,Nordmeissnisch,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,West Germanic,High German,Middle German,East Middle German,Central East Middle German,Upper Saxon,North Upper Saxon,Meissnisch",ostm1234,Ostmeissnisch,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,West Germanic,High German,Middle German,East Middle German,Central East Middle German,Upper Saxon,North Upper Saxon,Meissnisch",west2914,Westmeissnisch,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,West Germanic,High German,Middle German,East Middle German,Central East Middle German,Upper Saxon,North Upper Saxon",oste1244,Osterländisch,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,West Germanic,High German,Middle German,East Middle German,Central East Middle German,Upper Saxon,North Upper Saxon",west2913,Westlausitzisch,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,West Germanic,High German,Middle German,East Middle German,Central East Middle German,Upper Saxon",sout3296,South Upper Saxon,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,West Germanic,High German,Middle German,East Middle German,Central East Middle German,Upper Saxon,South Upper Saxon",nord1241,Nordwestböhmisch,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,West Germanic,High German,Middle German,East Middle German,Central East Middle German,Upper Saxon,South Upper Saxon",oste1245,Osterzgebirgisch,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,West Germanic,High German,Middle German,East Middle German,Central East Middle German,Upper Saxon,South Upper Saxon",sudm1235,Südmeissnisch,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,West Germanic,High German,Middle German,East Middle German,Central East Middle German,Upper Saxon,South Upper Saxon",vore1243,Vorerzgebirgisch,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,West Germanic,High German,Middle German,East Middle German,Central East Middle German,Upper Saxon,South Upper Saxon",vorv1234,Vorvogtländisch,NA,dialect,Eurasia,NA,NA
"Indo-European,Classical Indo-European,Germanic,Northwest Germanic,West Germanic,High German,Middle German,East Middle German,Central East Middle German,Upper Saxon,South Upper Saxon",west2915,Westerzgebirgisch,NA,dialect,Eurasia,NA,NA
