iso,languoid,affiliation,latitude,longitude,macro_area,country
tpx,'Acatepec Me'phaa',"Otomanguean, Western Otomanguean, Tlapanec-Manguean, Subtiaba-Tlapanec, Mephaa",17.10338,-99.06022,North America,Mexico
NOCODE_Oyster-Bay-Big-River-Little-Swanport,Oyster Bay-Big River-Little Swanport,Oyster_Bay,-42.307378,147.50061,Australia,Australia 
pbb,Paez,Paez,2.61516,-76.31254,South America,Colombia
idi,Idi,Pahoturi,-8.75976,142.30075,Papua,Papua New Guinea
kit,Agob,Pahoturi,-9.08521,142.53159,Papua,Papua New Guinea
acv,Achumawi,Palaihnihan,41.09785,-121.1908,North America,United States
atw,Atsugewi,Palaihnihan,40.42711,-120.66125,North America,United States 
dbl,Dyirbal,Pama-Nyungan,-17.45162,145.5442,Australia,Australia
mwp,Kala Lagaw Ya,Pama-Nyungan,-10.67483,142.19566,Papua,Papua New Guinea
wgy,Warrgamay,Pama-Nyungan,-18.54681,146.17863,Australia,Australia
axl,Lower Southern Aranda,"Pama-Nyungan, Arandic-Thura-Yura, Arandic",NA,NA,Australia,Australia
gbb,Kaytetye,"Pama-Nyungan, Arandic-Thura-Yura, Arandic",-21.58444,133.60153,Australia,Australia
adg,Andegerebinha,"Pama-Nyungan, Arandic-Thura-Yura, Arandic, Aranda",-22.51278,137.3515,Australia,Australia
aer,Eastern Arrernte,"Pama-Nyungan, Arandic-Thura-Yura, Arandic, Aranda",-23.35831,135.04638,Australia,Australia
aly,Alyawarr,"Pama-Nyungan, Arandic-Thura-Yura, Arandic, Aranda",-21.04266,136.83489,Australia,Australia
amx,Anmatyerre,"Pama-Nyungan, Arandic-Thura-Yura, Arandic, Aranda",-22.28531,133.28584,Australia,Australia
are,Western Arrarnta,"Pama-Nyungan, Arandic-Thura-Yura, Arandic, Aranda",-24.05052,133.24621,Australia,Australia
wgu,Wirangu,"Pama-Nyungan, Arandic-Thura-Yura, Thura-Yura",NA,NA,Australia,Australia
adt,Adnyamathanha,"Pama-Nyungan, Arandic-Thura-Yura, Thura-Yura, Core Thura Yura, Northern Thura-Yura",-30.14508,138.67131,Australia,Australia
bjb,Banggarla,"Pama-Nyungan, Arandic-Thura-Yura, Thura-Yura, Core Thura Yura, Northern Thura-Yura",-33.30362,136.0792,Australia,Australia
gvy,Guyani,"Pama-Nyungan, Arandic-Thura-Yura, Thura-Yura, Core Thura Yura, Northern Thura-Yura",-34.739,137.661,Australia,Australia
nnr,Narungga,"Pama-Nyungan, Arandic-Thura-Yura, Thura-Yura, Core Thura Yura, Southern Thura-Yura",-34.68996,137.53546,Australia,Australia
zku,Kaurna,"Pama-Nyungan, Arandic-Thura-Yura, Thura-Yura, Core Thura Yura, Southern Thura-Yura",-34.34966141,138.4800794,Australia,Australia
nnv,Nugunu (Australia),"Pama-Nyungan, Arandic-Thura-Yura, Thura-Yura, Core Thura Yura, Unclassified Core Thura-Yura",-31.98991,133.90787,Australia,Australia
NOCODE_Ngadjuri,Ngadjuri,"Pama-Nyungan, Arandic-Thura-Yura, Thura-Yura, Core Thura Yura, Unclassified Core Thura-Yura",NA,NA,Australia,Australia
nwo,Nauo,"Pama-Nyungan, Arandic-Thura-Yura, Thura-Yura, Core Thura Yura, Unclassified Core Thura-Yura",-33.79661078,135.828014,Australia,Australia
wrm,Warumungu,"Pama-Nyungan, Desert Nyungic",-20.64791,134.37481,Australia,Australia
gbd,Karadjeri,"Pama-Nyungan, Desert Nyungic, Marrngu",-18.6771,122.33401,Australia,Australia
mem,Mangala,"Pama-Nyungan, Desert Nyungic, Marrngu",-18.65975,123.7694,Australia,Australia
nna,Nyangumarta,"Pama-Nyungan, Desert Nyungic, Marrngu",-20.62709,121.39125,Australia,Australia
wmt,Walmajarri,"Pama-Nyungan, Desert Nyungic, Ngumpin-Yapa, Ngumpin",-19.72293,126.11319,Australia,Australia
gue,Gurinji,"Pama-Nyungan, Desert Nyungic, Ngumpin-Yapa, Ngumpin, Gurindjic",-17.03293,130.37933,Australia,Australia
mwd,Mudbura,"Pama-Nyungan, Desert Nyungic, Ngumpin-Yapa, Ngumpin, Gurindjic",-16.76941,132.32947,Australia,Australia
nbj,Ngarinman,"Pama-Nyungan, Desert Nyungic, Ngumpin-Yapa, Ngumpin, Gurindjic",-15.46607,130.65096,Australia,Australia
ddj,Jaru,"Pama-Nyungan, Desert Nyungic, Ngumpin-Yapa, Ngumpin, Jaru-Ngardi ",-18.32879,128.26205,Australia,Australia
NOCODE_Ngardi,Ngardi,"Pama-Nyungan, Desert Nyungic, Ngumpin-Yapa, Ngumpin, Jaru-Ngardi ",NA,NA,Australia,Australia
wbp,Warlpiri,"Pama-Nyungan, Desert Nyungic, Ngumpin-Yapa, Yapa",-20.1008,131.04996,Australia,Australia
wrl,Warlmanpa,"Pama-Nyungan, Desert Nyungic, Ngumpin-Yapa, Yapa",-18.94897,133.86247,Australia,Australia
NOCODE_Yulparija,Yulparija,"Pama-Nyungan, Desert Nyungic, Wati, Martuwangkic",NA,NA,Australia,Australia
mpj,Martu Wangka,"Pama-Nyungan, Desert Nyungic, Wati, Martuwangkic, Warnman-Wangka",-24.31936,121.9536,Australia,Australia
wbt,Wanman,"Pama-Nyungan, Desert Nyungic, Wati, Martuwangkic, Warnman-Wangka",-22.70784,122.32463,Australia,Australia
kux,Kukatja,"Pama-Nyungan, Desert Nyungic, Wati, Pintupic",-20.3321,127.66587,Australia,Australia
piu,Pintupi-Luritja,"Pama-Nyungan, Desert Nyungic, Wati, Pintupic, Nuclear Pintupic",-23.29628,130.64348,Australia,Australia
pti,Pintiini,"Pama-Nyungan, Desert Nyungic, Wati, Pintupic, Nuclear Pintupic, Wangkatja-Tjarra",-29.80596,127.63234,Australia,Australia
kdd,Yankunytjatjara,"Pama-Nyungan, Desert Nyungic, Wati, Pintupic, Nuclear Pintupic, Wangkatja-Tjarra, Tjarra",-26.40642,133.57684,Australia,Australia
ntj,Ngaanyatjarra,"Pama-Nyungan, Desert Nyungic, Wati, Pintupic, Nuclear Pintupic, Wangkatja-Tjarra, Tjarra",-25.75137,127.60204,Australia,Australia
pjt,Pitjantjatjara,"Pama-Nyungan, Desert Nyungic, Wati, Pintupic, Nuclear Pintupic, Wangkatja-Tjarra, Tjarra",-26.97044,131.35737,Australia,Australia
ant,Antakarinya,"Pama-Nyungan, Desert Nyungic, Wati, Unclassified Wati",-27.11522,134.83783,Australia,Australia
ktd,Kokata,"Pama-Nyungan, Desert Nyungic, Wati, Unclassified Wati",-31.20523,136.81262,Australia,Australia
pii,Pini,"Pama-Nyungan, Desert Nyungic, Wati, Unclassified Wati",-26.80165,121.99466,Australia,Australia
NOCODE_Yagara,Yagara,"Pama-Nyungan, East Queensland Border Pama Nyungan",-27.87647555,152.4602773,Australia,Australia 
NOCODE_Guyambal,Guyambal,"Pama-Nyungan, East Queensland Border Pama Nyungan, Yugambalic",NA,NA,Australia,Australia
NOCODE_Bigambal,Bigambal,"Pama-Nyungan, East Queensland Border Pama Nyungan, Yugambalic, Yugambal-Bigambal",NA,NA,Australia,Australia
yub,Yugambal,"Pama-Nyungan, East Queensland Border Pama Nyungan, Yugambalic, Yugambal-Bigambal",-27.803,153.082,Australia,Australia
ihw,Birrdhawal,"Pama-Nyungan, Ganaic",NA,NA,Australia,Australia
unn,Ganai,"Pama-Nyungan, Ganaic",NA,NA,Australia,Australia
NOCODE_Guwa,Guwa,"Pama-Nyungan, Greater Maric, Guwa-Maric, Guwa-Yanda",-21.35147706,142.5243782,Australia,Australia
NOCODE_Yanda.,Yanda,"Pama-Nyungan, Greater Maric, Guwa-Maric, Guwa-Yanda",NA,NA,NA,NA
NOCODE_Yirandhali,Yirandhali,"Pama-Nyungan, Greater Maric, Guwa-Maric, Maric",-20.65810118,143.9625916,Australia,Australia
bzr,Biri,"Pama-Nyungan, Greater Maric, Guwa-Maric, Maric, Eastern Maric",-20.14942,146.66983,Australia,Australia
gnl,Gangulu,"Pama-Nyungan, Greater Maric, Guwa-Maric, Maric, Eastern Maric",-22.76366,149.41605,Australia,Australia
NOCODE_Giya,Giya,"Pama-Nyungan, Greater Maric, Guwa-Maric, Maric, Eastern Maric",NA,NA,Australia,Australia
NOCODE_Gudjal,Gudjal,"Pama-Nyungan, Greater Maric, Guwa-Maric, Maric, Northern Maric",-19.44157406,144.6482584,Australia,Australia 
gdc,Gugu Badhun,"Pama-Nyungan, Greater Maric, Guwa-Maric, Maric, Northern Maric, Warungu-Gugu Badhun",-18.49205,144.46003,Australia,Australia
wrg,Warungu,"Pama-Nyungan, Greater Maric, Guwa-Maric, Maric, Northern Maric, Warungu-Gugu Badhun",-18.24957,144.37004,Australia,Australia
bym,Bidyara,"Pama-Nyungan, Greater Maric, Guwa-Maric, Maric, Southern Maric",-25.55498,146.14726,Australia,Australia
gwu,Guwamu,"Pama-Nyungan, Greater Maric, Guwa-Maric, Maric, Southern Maric",-27.82887,148.86722,Australia,Australia
gyf,Gungabula,"Pama-Nyungan, Greater Maric, Guwa-Maric, Maric, Southern Maric",-25.68965,148.60445,Australia,Australia
kgl,Kunggari,"Pama-Nyungan, Greater Maric, Guwa-Maric, Maric, Southern Maric",-24.21819,143.22246,Australia,Australia
wdu,Wadjigu,"Pama-Nyungan, Greater Maric, Guwa-Maric, Maric, Southern Maric",-23.80289,147.42089,Australia,Australia
zmk,Mandandanyi,"Pama-Nyungan, Greater Maric, Guwa-Maric, Maric, Southern Maric",-26.57302,148.97756,Australia,Australia
gyy,Gunya,"Pama-Nyungan, Greater Maric, Guwa-Maric, Maric, Southern Maric, Margany-Gunya",-27.06423,145.86184,Australia,Australia
zmc,Margany,"Pama-Nyungan, Greater Maric, Guwa-Maric, Maric, Southern Maric, Margany-Gunya",-26.78902,144.89177,Australia,Australia
NOCODE_Bindal-Cunningham,Bindal-Cunningham,"Pama-Nyungan, Greater Maric, Unclassified Greater Maric, Bindalic",NA,NA,Australia,Australia
NOCODE_Bindal-Gorton,Bindal-Gorton,"Pama-Nyungan, Greater Maric, Unclassified Greater Maric, Bindalic",NA,NA,Australia,Australia
NOCODE_Bindal-Mount-Elliot,Bindal-Mount Elliot,"Pama-Nyungan, Greater Maric, Unclassified Greater Maric, Bindalic",NA,NA,Australia,Australia
ktg,Kalkutung,"Pama-Nyungan, Kalkatungic",-21,139.5,Australia,Australia
ylr,Yalarnnga,"Pama-Nyungan, Kalkatungic",-21.731,139.511,Australia,Australia
nbx,Ngura,"Pama-Nyungan, Karnic",-29.24114,143.21593,Australia,Australia
NOCODE_Karruwali,Karruwali,"Pama-Nyungan, Karnic, Central Karnic, Mithaka-Karuwali",NA,NA,Australia,Australia
NOCODE_Mithaka,Mithaka,"Pama-Nyungan, Karnic, Central Karnic, Mithaka-Karuwali",-25.13606725,139.598447,Australia,Australia
bxi,Pirlatapa,"Pama-Nyungan, Karnic, Central Karnic, Western Central Karnic, Pirlatapa-Dieric",-29.524,139.77,Australia,Australia
dif,Dieri,"Pama-Nyungan, Karnic, Central Karnic, Western Central Karnic, Pirlatapa-Dieric, Dieric",-28.16666,137.99999,Australia,Australia
dit,Dirari,"Pama-Nyungan, Karnic, Central Karnic, Western Central Karnic, Pirlatapa-Dieric, Dieric",-28.79923,138.07782,Australia,Australia
nmv,Ngamini,"Pama-Nyungan, Karnic, Central Karnic, Western Central Karnic, Pirlatapa-Dieric, Dieric",-27.17971,138.70084,Australia,Australia
ynd,Yandruwandha,"Pama-Nyungan, Karnic, Central Karnic, Western Central Karnic, Yandruwandhic",-28.47439,140.58294,Australia,Australia
yww,Yawarawarga,"Pama-Nyungan, Karnic, Central Karnic, Western Central Karnic, Yandruwandhic",-26.73343,140.87095,Australia,Australia
ard,Arabana,"Pama-Nyungan, Karnic, Palku, Arabana-Wangganguru",-28.70501,135.44893,Australia,Australia
wgg,Wangganguru,"Pama-Nyungan, Karnic, Palku, Arabana-Wangganguru",-25.81485,135.94079,Australia,Australia
pit,Pitta Pitta,"Pama-Nyungan, Karnic, Palku, Pitta-Pitta",-22.79522,139.98275,Australia,Australia
wnm,Wanggamala,"Pama-Nyungan, Karnic, Palku, Pitta-Pitta",-24.70217,137.43344,Australia,Australia
NOCODE_Kuungkari,Kuungkari of Barcoo River,"Pama-Nyungan, Karnic, Pirriya-Kungkari",-24.75108713,143.5365228,Australia,Australia 
NOCODE_Pirriya,Pirriya,"Pama-Nyungan, Karnic, Pirriya-Kungkari",-25.48006595,142.5485119,Australia,Australia
dyn,Dyangadi,"Pama-Nyungan, Macleay-New England",-30.84687,152.6025,Australia,Australia
nyx,Nganyaywana,"Pama-Nyungan, Macleay-New England",-29.581,151.313,Australia,Australia
jao,Yanyuwa,"Pama-Nyungan, Ngarna",-15.76212,136.05506,Australia,Australia
wga,Wagaya,"Pama-Nyungan, Ngarna, Southern Ngarna, Ngarru",-20.329,137.62348,Australia,Australia
yil,Yindjilandji,"Pama-Nyungan, Ngarna, Southern Ngarna, Ngarru",-19.24252,137.5894,Australia,Australia
NOCODE_Bularnu,Bularnu,"Pama-Nyungan, Ngarna, Southern Ngarna, Thawa",-21.02656922,138.1566659,Australia,Australia
wrb,Warluwara,"Pama-Nyungan, Ngarna, Southern Ngarna, Thawa",-22.29092,138.73801,Australia,Australia
ljx,Yuru,"Pama-Nyungan, Nyawaygic",NA,NA,Australia,Australia
nyt,Nyawaygi,"Pama-Nyungan, Nyawaygic",-18.87429,146.2156,Australia,Australia
qgu,Wulguru,"Pama-Nyungan, Nyawaygic",-19.85103121,146.3453957,Australia,Australia
ggd,Gugadj,"Pama-Nyungan, Paman",-17.83724,141.16842,Australia,Australia
mvl,Mbara (Australia),"Pama-Nyungan, Paman",-24.46,136.641,Australia,Australia
pkn,Pakanha,"Pama-Nyungan, Paman, Compromise Middle Pama",-15.09085,142.73992,Australia,Australia
wua,Wikngenchera,"Pama-Nyungan, Paman, Compromise Middle Pama",-13.49573,141.59876,Australia,Australia
ayd,Yintyinka-Ayabadhu,"Pama-Nyungan, Paman, Compromise Middle Pama, Northeastern Pama, Umbindhamuic",-14.66524,142.89347,Australia,Australia
umd,Umbindhamu,"Pama-Nyungan, Paman, Compromise Middle Pama, Northeastern Pama, Umbindhamuic",-13.921,143.32815,Australia,Australia 
kbe,Kanju,"Pama-Nyungan, Paman, Compromise Middle Pama, Northeastern Pama, Umpilaic",-13.32427,142.89266,Australia,Australia
kuy,'Kuuku-Ya'u',"Pama-Nyungan, Paman, Compromise Middle Pama, Northeastern Pama, Umpilaic",-12.49468,143.16518,Australia,Australia
ump,Umpila,"Pama-Nyungan, Paman, Compromise Middle Pama, Northeastern Pama, Umpilaic",-13.15275,143.46729,Australia,Australia 
bpt,Barrow Point,"Pama-Nyungan, Paman, Compromise Middle Pama, Wik, Flinders-Barrow",-14.12192,144.5307,Australia,Australia
fln,Flinders Island,"Pama-Nyungan, Paman, Compromise Middle Pama, Wik, Flinders-Barrow",-14.18123,144.25927,Australia,Australia
wie,Wik-Epa,"Pama-Nyungan, Paman, Compromise Middle Pama, Wik, Kuku-Wik-Ep",-13.84599,141.85775,Australia,Australia
wih,'Wik-Me'anha',"Pama-Nyungan, Paman, Compromise Middle Pama, Wik, Kuku-Wik-Ep",-14.05797,141.92538,Australia,Australia
wij,Wik-Iiyanh,"Pama-Nyungan, Paman, Compromise Middle Pama, Wik, Kuku-Wik-Ep, Kuku-Wik",-14.12728,142.78055,Australia,Australia
wim,Wik-Mungkan,"Pama-Nyungan, Paman, Compromise Middle Pama, Wik, Kuku-Wik-Ep, Kuku-Wik",-13.98051,141.81611,Australia,Australia
ugb,Kuku-Ugbanh,"Pama-Nyungan, Paman, Compromise Middle Pama, Wik, Kuku-Wik-Ep, Kuku-Wik, Paman Kuku",-13.98822,141.56884,Australia,Australia
uwa,Kuku-Uwanh,"Pama-Nyungan, Paman, Compromise Middle Pama, Wik, Kuku-Wik-Ep, Kuku-Wik, Paman Kuku",-14.07563,141.72365,Australia,Australia
xmh,Kuku-Muminh,"Pama-Nyungan, Paman, Compromise Middle Pama, Wik, Kuku-Wik-Ep, Kuku-Wik, Paman Kuku",-14.09588,141.62545,Australia,Australia
xmp,'Kuku-Mu'inh',"Pama-Nyungan, Paman, Compromise Middle Pama, Wik, Kuku-Wik-Ep, Kuku-Wik, Paman Kuku",-14.20101,141.70862,Australia,Australia
wig,Wik-Ngathana,"Pama-Nyungan, Paman, Compromise Middle Pama, Wik, Ngatharra-Ngathana-Iinychanya",-13.8691,141.53188,Australia,Australia
wik,Wikalkan,"Pama-Nyungan, Paman, Compromise Middle Pama, Wik, Ngatharra-Ngathana-Iinychanya",-13.68352,141.55731,Australia,Australia
vmb,Mbabaram,"Pama-Nyungan, Paman, Finasleigh Pama",-20.13889,143.43797,Australia,Australia
wmi,Wamin,"Pama-Nyungan, Paman, Finasleigh Pama",-18.37266,143.94347,Australia,Australia
lby,Lamu-Lamu,"Pama-Nyungan, Paman, Lamalamic",-14.55903,143.97745,Australia,Australia
umg,Umbuygamu,"Pama-Nyungan, Paman, Lamalamic",-14.25876,143.6305,Australia,Australia 
zmv,Mbariman-Gudhinma,"Pama-Nyungan, Paman, Lamalamic",-14.52902,143.78882,Australia,Australia
xmy,Mayaguduna,"Pama-Nyungan, Paman, Mayabic",-18.11468,140.33745,Australia,Australia
mnt,Maykulan,"Pama-Nyungan, Paman, Mayabic, Nuclear Mayabic",-20.43524,140.48053,Australia,Australia
nxn,Ngawun,"Pama-Nyungan, Paman, Mayabic, Nuclear Mayabic",-19.44839,141.47104,Australia,Australia 
gko,Kok-Nar,"Pama-Nyungan, Paman, Norman Pama",-16.1809531739,141.608490478,Australia,Australia
NOCODE_Walangama,Walangama,"Pama-Nyungan, Paman, Norman Pama",-17.60243295,142.4891266,Australia,Australia
xut,Kuthant,"Pama-Nyungan, Paman, Norman Pama, Kuthant-Gurdjar",-17.45658,140.95758,Australia,Australia
aea,Areba,"Pama-Nyungan, Paman, Norman Pama, Kuthant-Gurdjar, Rib-Gurdjar",-16.63548,142.63107,Australia,Australia
gdj,Gurdjar,"Pama-Nyungan, Paman, Norman Pama, Kuthant-Gurdjar, Rib-Gurdjar",-17.16528,141.14513,Australia,Australia
awg,Anguthimri,"Pama-Nyungan, Paman, Northern Pama",NA,NA,Australia,Australia
NOCODE_Aritinngitigh,Aritinngitigh,"Pama-Nyungan, Paman, Northern Pama",-12.50839255,142.138748,Australia,Australia
NOCODE_Awngtim-Ntrangit,Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit,"Pama-Nyungan, Paman, Northern Pama",NA,NA,Australia,Australia
NOCODE_Gudang,Gudang,"Pama-Nyungan, Paman, Northern Pama",-10.91613599,142.5768928,Australia,Australia
NOCODE_Mbiywom,Mbiywom,"Pama-Nyungan, Paman, Northern Pama",-12.89620501,142.2710997,Australia,Australia
NOCODE_Mpalityan-Lutigh,Mpalityan-Lutigh,"Pama-Nyungan, Paman, Northern Pama",-12.16733589,142.4853284,Australia,Australia
NOCODE_Ngkot,Ngkot,"Pama-Nyungan, Paman, Northern Pama",-35.24606212,140.3429234,Australia,Australia
NOCODE_Wuthathi,Wuthathi,"Pama-Nyungan, Paman, Northern Pama",NA,NA,Australia,Australia
NOCODE_Yinwum,Yinwum,"Pama-Nyungan, Paman, Northern Pama",-12.52068956,142.7036225,Australia,Australia
aid,Alngith,"Pama-Nyungan, Paman, Northern Pama, Leningitij-Alngith",-12.53236,141.93798,Australia,Australia
lnj,Leningitij,"Pama-Nyungan, Paman, Northern Pama, Leningitij-Alngith",-20,145,Australia,Australia
amz,Atampaya,"Pama-Nyungan, Paman, Northern Pama, Uradhic",-11.0018,142.2726,Australia,Australia
NOCODE_Anggamuthi,Anggamuthi,"Pama-Nyungan, Paman, Northern Pama, Uradhic",NA,NA,Australia,Australia
NOCODE_Yadhaykenu,Yadhaykenu,"Pama-Nyungan, Paman, Northern Pama, Uradhic",NA,NA,Australia,Australia
ggr,Aghu Tharnggalu,"Pama-Nyungan, Paman, Rarmul Pama",-13.73495,142.42646,Australia,Australia
ikr,Ikaranggal,"Pama-Nyungan, Paman, Rarmul Pama",NA,NA,Australia,Australia
typ,Thaypan,"Pama-Nyungan, Paman, Rarmul Pama",-14.82924,143.32412,Australia,Australia
yyr,Yir-Yoront,"Pama-Nyungan, Paman, Southwest Pama, Coastal Southwest Paman",NA,NA,Australia,Australia
kkp,Gugubera,"Pama-Nyungan, Paman, Southwest Pama, Coastal Southwest Paman, Dhawa-Kaber",-15.42958,141.63541,Australia,Australia
NOCODE_Koko-Dhawa,Koko Dhawa,"Pama-Nyungan, Paman, Southwest Pama, Coastal Southwest Paman, Dhawa-Kaber",NA,NA,Australia,Australia
tgz,Tagalaka,"Pama-Nyungan, Paman, Southwest Pama, Unclassified Southwest Pama",NA,NA,Australia,Australia
thd,Thayore,"Pama-Nyungan, Paman, Southwest Pama, Upper Southwest Paman",-14.8159,142.03413,Australia,Australia
uky,Kuuk-Yak,"Pama-Nyungan, Paman, Southwest Pama, Upper Southwest Paman",NA,NA,Australia,Australia
kjn,Kunjen,"Pama-Nyungan, Paman, Southwest Pama, Upper Southwest Paman, Kunjen-Undjan-Athima",-16.68067,143.52986,Australia,Australia
NOCODE_Athima,Athima,"Pama-Nyungan, Paman, Southwest Pama, Upper Southwest Paman, Kunjen-Undjan-Athima",NA,NA,Australia,Australia
NOCODE_Kawarrang-Ogh-Undjan,Kawarrang-Ogh Undjan,"Pama-Nyungan, Paman, Southwest Pama, Upper Southwest Paman, Kunjen-Undjan-Athima",NA,NA,Australia,Australia
bjy,Bayali,"Pama-Nyungan, Rockhampton-Gladstone",-24.97935,151.69855,Australia,Australia
NOCODE_Dharumbal,Dharumbal,"Pama-Nyungan, Rockhampton-Gladstone",NA,NA,Australia,Australia
nys,Nyunga,"Pama-Nyungan, South-West Pama-Nyungan",-33.11995,118.15081,Australia,Australia
yia,Yinggarda,"Pama-Nyungan, South-West Pama-Nyungan",-25.44464,115.57998,Australia,Australia
nha,Nhanda,"Pama-Nyungan, South-West Pama-Nyungan, Kartu-Nhanda",-27.42523643,114.2680442,Australia,Australia
bia,Badimaya,"Pama-Nyungan, South-West Pama-Nyungan, Kartu-Nhanda, Kartu",-29.0647,117.2464,Australia,Australia
vml,Malgana,"Pama-Nyungan, South-West Pama-Nyungan, Kartu-Nhanda, Kartu",-26.211,114.245,Australia,Australia
wbv,Wajarri,"Pama-Nyungan, South-West Pama-Nyungan, Kartu-Nhanda, Kartu",-28.17608,117.15302,Australia,Australia
kba,Kalarko,"Pama-Nyungan, South-West Pama-Nyungan, Mirning",-31.71542,118.91114,Australia,Australia
lkm,Kalaamaya,"Pama-Nyungan, South-West Pama-Nyungan, Mirning",NA,NA,Australia,Australia
nju,Ngadjunmaya,"Pama-Nyungan, South-West Pama-Nyungan, Mirning",-32.02447,124.46601,Australia,Australia
bxj,Bayungu,"Pama-Nyungan, South-West Pama-Nyungan, Pilbara, Kanyara",-23.38088,114.10784,Australia,Australia
pnv,Pinigura,"Pama-Nyungan, South-West Pama-Nyungan, Pilbara, Kanyara",-22.47294,116.53759,Australia,Australia
bxn,Burduna,"Pama-Nyungan, South-West Pama-Nyungan, Pilbara, Kanyara, Thalanyji-Burduna",-22.96456,114.65757,Australia,Australia
dhl,Dhalandji,"Pama-Nyungan, South-West Pama-Nyungan, Pilbara, Kanyara, Thalanyji-Burduna",-22.19598,114.93718,Australia,Australia 
djl,Djiwarli,"Pama-Nyungan, South-West Pama-Nyungan, Pilbara, Mantharta, Djiwarli-Thiin",-24.10724,116.98858,Australia,Australia
iin,Thiin,"Pama-Nyungan, South-West Pama-Nyungan, Pilbara, Mantharta, Djiwarli-Thiin",NA,NA,,Australia
dhr,Dhargari,"Pama-Nyungan, South-West Pama-Nyungan, Pilbara, Mantharta, Wariyangga-Dhargari",-24.06008,114.84667,Australia,Australia 
wri,Wariyangga,"Pama-Nyungan, South-West Pama-Nyungan, Pilbara, Mantharta, Wariyangga-Dhargari",-24.353,116.927,Australia,Australia
nhf,Nhuwala,"Pama-Nyungan, South-West Pama-Nyungan, Pilbara, Ngayarda",-21.38154,115.74542,Australia,Australia
nad,Nijadali,"Pama-Nyungan, South-West Pama-Nyungan, Pilbara, Ngayarda, Central Ngayarda",-22.85576,120.83057,Australia,Australia
pnw,Panytyima,"Pama-Nyungan, South-West Pama-Nyungan, Pilbara, Ngayarda, Central Ngayarda",-22.78161,118.72297,Australia,Australia
tju,Tjurruru,"Pama-Nyungan, South-West Pama-Nyungan, Pilbara, Ngayarda, Central Ngayarda",-22.842,118.267,Australia,Australia
vma,Martuthunira,"Pama-Nyungan, South-West Pama-Nyungan, Pilbara, Ngayarda, Central Ngayarda",-20.92944,116.6074,Australia,Australia
nrl,Ngarluma,"Pama-Nyungan, South-West Pama-Nyungan, Pilbara, Ngayarda, Central Ngayarda, Ngarluma-Kariyarra",-20.92352,117.203,Australia,Australia
vka,Kariyarra,"Pama-Nyungan, South-West Pama-Nyungan, Pilbara, Ngayarda, Central Ngayarda, Ngarluma-Kariyarra",-20.445,118.613,Australia,Australia
vku,Kurrama,"Pama-Nyungan, South-West Pama-Nyungan, Pilbara, Ngayarda, Central Ngayarda, Yindjibarndi-Kurrama",-22.21338,117.51025,Australia,Australia
yij,Yindjibarndi,"Pama-Nyungan, South-West Pama-Nyungan, Pilbara, Ngayarda, Central Ngayarda, Yindjibarndi-Kurrama",-21.53794,117.00104,Australia,Australia
nlr,Ngarla,"Pama-Nyungan, South-West Pama-Nyungan, Pilbara, Ngayarda, Northern Ngayarda",-20.20748,119.30579,Australia,Australia 
nly,Nyamal,"Pama-Nyungan, South-West Pama-Nyungan, Pilbara, Ngayarda, Northern Ngayarda",-21.60924,119.69301,Australia,Australia
bdy,Bandjalang,"Pama-Nyungan, Southeastern Pama-Nyungan, New South Wales Pama-Nyungan, Bandjalangic",-28.34583,152.85886,Australia,Australia
NOCODE_Guwar,Guwar,"Pama-Nyungan, Southeastern Pama-Nyungan, New South Wales Pama-Nyungan, Bandjalangic",-27.16698973,153.3998245,Australia,Australia
NOCODE_Barranbinya,Barranbinya,"Pama-Nyungan, Southeastern Pama-Nyungan, New South Wales Pama-Nyungan, Muruwaric",NA,NA,Australia,Australia
zmu,Muruwari,"Pama-Nyungan, Southeastern Pama-Nyungan, New South Wales Pama-Nyungan, Muruwaric",-28.96178,146.54642,Australia,Australia
awk,Awabakal,"Pama-Nyungan, Southeastern Pama-Nyungan, New South Wales Pama-Nyungan, Yuin-Kuri, Kuri, Hunter-Hastings",-33.12847,151.43555,Australia,Australia
kda,Worimi,"Pama-Nyungan, Southeastern Pama-Nyungan, New South Wales Pama-Nyungan, Yuin-Kuri, Kuri, Hunter-Hastings",-32.48064,152.10658,Australia,Australia
NOCODE_Hawkesbury,Hawkesbury,"Pama-Nyungan, Southeastern Pama-Nyungan, New South Wales Pama-Nyungan, Yuin-Kuri, Kuri, Sydney-Hawkesbury",-33.11470744,150.4952383,Australia,Australia
NOCODE_Sydney,Sydney,"Pama-Nyungan, Southeastern Pama-Nyungan, New South Wales Pama-Nyungan, Yuin-Kuri, Kuri, Sydney-Hawkesbury",-33.52925837,150.3490464,Australia,Australia
NOCODE_Northern-Inland-Yuin,Northern Inland Yuin,"Pama-Nyungan, Southeastern Pama-Nyungan, New South Wales Pama-Nyungan, Yuin-Kuri, Yuin",-34.85,149.1,Australia,Australia
NOCODE_Southern-Coastal-Yuin,Southern Coastal Yuin,"Pama-Nyungan, Southeastern Pama-Nyungan, New South Wales Pama-Nyungan, Yuin-Kuri, Yuin",-37.06227181,149.7169306,Australia,Australia
