"iso";"discription";"lang";"longitude";"latitude";"macro_area";"country.x"
"dso";"Spurious, Indo-European, Indo-Iranian, Indo-Aryan, Indo-Aryan Eastern zone, Oriya-Gauda-Kamrupa, Macro-Oriya";"Desiya";82,646;18,965;"Eurasia";"India "
"dsq";"Songhay, Northwest Songhay, Northern Songhay";"Tadaksahak";2,32653;16,685;"Africa";"Algeria"
"dta";"Mongolic";"Dagur";124;48;"Eurasia";"China"
"dtb";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, North Borneo Malayo-Polynesian, Southwest Sabahan, Greater Dusunic, Dusunic, Rungus-Mangkaak-Labuk, Dumpas-Sukang";"Labuk-Kinabatangan Kadazan";117,50653;5,51924;"Papua";"Malaysia (Peninsular)"
"dtd";"Wakashan, Southern Wakashan, Nootkan";"Ditidaht";NA;NA;"North America";"Canada"
"dti";"Dogon, North Plateau Dogon, Yanda-Bondum-Tebul, Yanda-Ana";"Ana Tinga Dogon";-3,1168;14,6669;"Africa";"Mali"
"dtk";"Dogon, Plains Dogon, Western Plains Dogon";"Tene Kan Dogon";-3,37158;14,06755;"Africa";"Mali"
"dtm";"Dogon, Plains Dogon, Western Plains Dogon";"Tomo Kan Dogon";-3,82228;13,633135;"Africa";"Burkina Faso"
"dtp";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, North Borneo Malayo-Polynesian, Southwest Sabahan, Greater Dusunic, Dusunic, Kadazan-Dusun";"Central Dusun";116,68089;6,02998;"Papua";"Malaysia (Peninsular)"
"dtr";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, North Borneo Malayo-Polynesian, Southwest Sabahan, Greater Dusunic, Bisaya-Lotud";"Lotud";116,23239;6,13732;"Papua";"Malaysia (Peninsular)"
"dts";"Dogon, Escarpment Dogon";"Toro So Dogon";-3,10006;14,40749;"Africa";"Mali"
"dtt";"Dogon, Plains Dogon";"Toro Tegu Dogon";-2,22427;15,06437;"Africa";"Mali"
"dtu";"Dogon, North Plateau Dogon, Yanda-Bondum-Tebul";"Tebul Ure Dogon";-3,1;14,66;"Africa";"Mali"
"dty";"Indo-European, Indo-Iranian, Indo-Aryan, Indo-Aryan Northern zone, Eastern Pahari";"Dotyali";NA;NA;"Eurasia";"Nepal"
"dua";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Bantu A-B10-B20-B30, Sawabantu, Dualaic, Duala-Malimba";"Duala";9,61877;4,10208;"Africa";"Cameroon"
"dub";"Indo-European, Indo-Iranian, Indo-Aryan, Indo-Aryan Central zone, Subcontinental Central Indo-Aryan, Gujarati-Rajasthani, Gujaratic";"Dubli";73,218;21,51607;"Eurasia";"India"
"duc";"Duna";"Duna";142,47498;-5,41439;"Papua";"Papua New Guinea"
"dud";"Atlantic-Congo, Volta-Congo, Benue-Congo, Kainji, Central Kainji, Northwestern Kainji, Duka";"Hun-Saare";5,07312;10,78983;"Africa";"Nigeria"
"due";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Greater Central Philippine";"Umiray Dumaget Agta";121,50814;14,87569;"Papua";"Philippines"
"duf";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Southern Melanesian, New Caledonian, Extreme Southern New Caledonian";"Dumbea";166,53113;-22,09465;"Papua";"New Caledonia"
"dug";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Northeast Coastal Bantu, Coastal NEC Bantu, Mijikenda-Pokomo-Comorian, Mijikenda, Northern Mijikenda";"Duruma";39,32203;-4,09629;"Africa";"Kenya"
"duh";"Indo-European, Indo-Iranian, Indo-Aryan, Indo-Aryan Central zone, Subcontinental Central Indo-Aryan, Bhil, Garasia Bhil";"Dungra Bhil";73,187;22,306;"Eurasia";"India"
"dui";"Nuclear_Trans_New_Guinea, Madang, Rai Coast, Yaganon";"Dumun";146,08223;-5,55315;"Papua";"Papua New Guinea"
"duj";"Pama-Nyungan, Yuulngu, Southern Yolngu, Southern-Eastern Yolngu, Dhuwal-Dhuwala, Western Dhuwal-Dhuwala";"Dhuwal";136,00811;-12,78254;"Australia";"Australia"
"duk";"Nuclear_Trans_New_Guinea, Madang, Rai Coast, Nuru";"Duduela";145,64193;-5,43119;"Papua";"Papua New Guinea"
"dul";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Greater Central Philippine, Central Philippine, Alabat-Manide Agta";"Alabat Island Agta";122,0143;14,1217;"Papua";"Philippines"
"dum";"Indo-European, Germanic, Northwest Germanic, West Germanic, Franconian, Low Franconian, Macro-Dutch, Middle-Modern Dutch";"Middle Dutch";NA;NA;"Eurasia";"Netherlands"
"dun";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Greater Barito, East Greater Barito";"Dusun Deyah";115,57806;-1,95514;"Papua";"Indonesia (Papua)"
"duo";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Northern Luzon, Northeastern Luzon";"Dupaninan Agta";122,18812;17,37477;"Papua";"Philippines"
"dup";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Malayo-Sumbawan, North and East Malayo-Sumbawan, Malayic, Nuclear Malayic, Indonesian Archipelago Malay";"Duano";103,3602;1,56829;"Papua";"Indonesia (Papua)"
"duq";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Greater Barito, East Greater Barito, Southeast Barito";"Dusun Malang";115,39233;-0,85277;"Papua";"Indonesia (Papua)"
"dur";"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Samba Duru-Mumuye Yendang, Samba Duru, Duru, Diic";"Dii";13,98844;7,77412;"Africa";"Cameroon"
"dus";"Sino-Tibetan, Himalayish, Mahakiranti, Kiranti, Western Kiranti, Upper Dudhkosi";"Dumi";86,75699;27,45849;"Eurasia";"Nepal"
"duu";"Sino-Tibetan, Nungish, Gunong";"Drung";98,49449;28,00792;"Eurasia";"China"
"duv";"Lakes_Plain, Tariku";"Duvle";137,96449;-3,21832;"Papua";"Indonesia (Papua)"
"duw";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Greater Barito, East Greater Barito, Southeast Barito";"Dusun Witu";114,97946;-1,57408;"Papua";"Indonesia (Papua)"
"dux";"Mande, Western Mande, Northwestern Mande, Duun-Bobo, Duun-Jo, Duun-Seenku, Duun";"Duungooma";-5,85872;10,92344;"Africa";"Mali"
"duy";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Northern Luzon, Unclassified Northern Luzon";"Dicamay Agta";121,60564;17,88464;"Papua";"Philippines"
"duz";"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Adamawa, Samba Duru-Mumuye Yendang, Samba Duru, Duru";"Duli-Gewe";13,42323;9,11241;"Africa";"Cameroon"
"dva";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Papuan Tip linkage, Nuclear Papuan Tip linkage, North Papuan Mainland-D'Entrecasteaux linkage, Dobu-Duau linkage";"Duau";151,21773;-10,18696;"Papua";"Papua New Guinea"
"dwa";"Afro-Asiatic, Chadic, West Chadic, West Chadic B, West Chadic B.2";"Diri";9,32363;11,17012;"Africa";"Nigeria"
"dwl";"Spurious, Retired, Dogon, Nangan Dogon";"Walo Kumbe Dogon";NA;NA;"Africa";"Mali"
"dwr";"Ta-Ne-Omotic, Ometo, North-West Ometo, Central Ometo, Dawro-Gofa-Gamo";"Dawro";37,13808;6,57645;"Africa";"Ethiopia"
"dww";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Papuan Tip linkage, Nuclear Papuan Tip linkage, North Papuan Mainland-D'Entrecasteaux linkage, Kakabai linkage";"Dawawa";149,99865;-10,16915;"Papua";"Papua New Guinea"
"dya";"Atlantic-Congo, Volta-Congo, North Volta-Congo, Gur, Central Gur, Southern Central Gur, Lobiri-Jaane";"Dyan";-3,59179;10,8342;"Africa";"Burkina Faso"
"dyb";"Nyulnyulan, Western, Nyulnyulic";"Dyaberdyaber";122,52306;-17,18653;"Australia";"Australia"
"dyd";"Nyulnyulan, Eastern, Yawuric";"Dyugun";122,40831;-17,90595;"Australia";"Australia"
"dyg";"Unattested, Austronesian, Nuclear Austronesian, Malayo-Polynesian, Greater Central Philippine";"Villa Viciosa Agta";120,63753;17,47098;"Papua";"Philippines"
"dyi";"Atlantic-Congo, Volta-Congo, North Volta-Congo, Senufo, South Senufo";"Djimini Senoufo";-4,45627;8,36279;"Africa";"Ivory Coast"
"dym";"Dogon, North Plateau Dogon, Yanda-Bondum-Tebul, Yanda-Ana";"Yanda Dom Dogon";-3,15;14,63;"Africa";"Mali"
"dyn";"Pama-Nyungan, Macleay-New England";"Dyangadi";152,6025;-30,84687;"Australia";"Australia"
"dyo";"Atlantic-Congo, North-Central Atlantic, Central Atlantic, Bak, Jola, Fogny-Gusilay-Banjal";"Jola-Fonyi";-15,7354766667;12,75752;"Africa";"Gambia"
"dyu";"Mande, Western Mande, Manding-Kpelle, Central Mande, Manding-Jogo, Manding-Vai, Manding-Mokole, Manding, East Manding";"Dyula";-4,7200733333;10,45364;"Africa";"Ivory Coast"
"dyy";"Pama-Nyungan, Yimidhirr-Yalanji-Yidinic, Yidinic";"Dyaabugay";145,38835;-16,59598;"Australia";"Australia"
"dza";"Atlantic-Congo, Volta-Congo, Benue-Congo, Kainji, Central Kainji, Basa-Eastern Kainji, Eastern Kainji, Jos, Northern Jos, North-Central Jos";"Tunzu";10,21664;9,42456;"Africa";"Nigeria"
"dzd";"Unattested, Afro-Asiatic, Chadic, West Chadic, West Chadic A";"Daza";10,48652;10,11845;"Africa";"Nigeria"
"dzg";"Saharan, Western Saharan, Tebu";"Dazaga";15,851695;15,73584;"Africa";"Niger"
"dzl";"Sino-Tibetan, Bodic, Bodish, Tshangla-East Bodish, East Bodish, Mainstream East Bodish, Dakpa-Dzala";"Dzalakha";91,37399;27,78546;"Eurasia";"Bhutan"
"dzn";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Central-Western Bantu, Greater Bangi-Ntomba, Ngiri, Ngiri Terrien, Bamweic";"Dzando";19,00221;2,24195;"Africa";"Democratic Republic of the Congo"
"dzo";"Sino-Tibetan, Bodic, Bodish, Old-Modern Tibetan, Tibetic, Southern Tibetic, Dzongkhic, Nuclear Dzongkhic";"Dzongkha";89,581604;27,410786;"Eurasia";"Nepal"
"ebg";"Atlantic-Congo, Volta-Congo, Benue-Congo, Delta Cross, Lower Cross";"Ebughu";8,01304;4,82544;"Africa";"Nigeria"
"ebo";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Central-Western Bantu, Njebe-Mbete-Teke, Teke (B.70)";"Teke-Eboo-Nzikou";17,03096;-2,6236;"Africa";"Democratic Republic of the Congo"
"ebr";"Atlantic-Congo, Volta-Congo, Kwa Volta-Congo, Nyo, Potou-Tano, Potou";"Ebrie";-4,03188;5,36868;"Africa";"Ivory Coast"
"ebu";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Central Kenya Bantu, Western Central Kenya Bantu, Kikuyu-Embu";"Embu";37,59334;-0,62822;"Africa";"Kenya"
"ecr";"Unclassifiable";"Eteocretan";NA;NA;"Eurasia";"Greece"
"ecs";"Sign Language, Deaf Sign Language";"Ecuadorian Sign Language";-79,16665;-1,24999;"South America";"Ecuador"
"ecy";"Unclassifiable";"Eteocypriot";NA;NA;"Eurasia";"Cyprus"
"eee";"Tai-Kadai, Kam-Tai, Be-Tai, Daic, Northern Daic, Northern Tai, Unclassified Northern Tai";"E";109,06274;24,72616;"Eurasia";"China"
"efa";"Atlantic-Congo, Volta-Congo, Benue-Congo, Delta Cross, Lower Cross, Central Lower Cross";"Efai";8,27625;4,60447;"Africa";"Nigeria"
"efe";"Central_Sudanic, Membi-Mangbutu-Efe, Mangbutu-Efe, Leseic";"Efe";29,29185;1,8798;"Africa";"Democratic Republic of the Congo"
"efi";"Atlantic-Congo, Volta-Congo, Benue-Congo, Delta Cross, Lower Cross, Central Lower Cross, Efik-Ibibio";"Efik";8,38121;4,89379;"Africa";"United States"
"ega";"Atlantic-Congo, Volta-Congo";"Ega";-5,41732;5,56081;"Africa";"Ivory Coast"
"egl";"Indo-European, Italic, Latino-Faliscan, Latinic, Imperial Latin, Romance, Italo-Western Romance, Western Romance, Shifted Western Romance, Northwestern Shifted Romance, Gallo-Italian, Emiliano-Romagnolo";"Emiliano";11,579361;44,353609;"Eurasia";"Italy"
"ego";"Atlantic-Congo, Volta-Congo, Benue-Congo, Benue-Congo Plateau, Alumic, Jilic-Eggonic, Eggon-Ake";"Eggon";8,45686;8,71442;"Africa";"Nigeria"
"egy";"Afro-Asiatic, Egyptian";"Egyptian (Ancient)";30,834959;28,381735;"Africa";"Egypt"
"ehu";"Atlantic-Congo, Volta-Congo, Benue-Congo, Akpes-Edoid, Edoid, Northwestern Edoid, Osse, Ukue-Ehueun";"Ehueun";5,58213;7,48032;"Africa";"Nigeria"
"eip";"Nuclear_Trans_New_Guinea, Mek, Eastern Mek";"Eipomek";140,04456;-4,33691;"Papua";"Indonesia (Papua)"
"eit";"Nuclear_Torricelli, Kombio-Arapesh-Urat, Kombio-Yambes, Kombioic";"Eitiep";142,55536;-3,51561;"Papua";"Papua New Guinea"
"eiv";"North_Bougainville, Rotokas-Askopan";"Askopan";155,30733;-6,22539;"Papua";"Papua New Guinea"
"eja";"Atlantic-Congo, North-Central Atlantic, Central Atlantic, Bak, Jola, FH-Jola, PF-Jola, Her-Ejamat";"Ejamat";-16,515045;12,335475;"Africa";"Senegal"
"eka";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Ekoid-Mbe, Ekoid, Ejagham-Ekajuk, Efutop-Ekajuk, Abanyom-Ekajuk";"Ekajuk";8,55058;6,45731;"Africa";"Nigeria"
"ekb";"Sino-Tibetan, Burmo-Qiangic, Lolo-Burmese, Loloish, Ni-Li-Kazhouish, Lisoid, Nuclear Lisoid, Lisu-Laluba-Lavu, Laluba-Lavu, Lalo";"Eka";99,865;23,475;"Eurasia";"China"
"eke";"Atlantic-Congo, Volta-Congo, Benue-Congo, Delta Cross, Lower Cross, Central Lower Cross, Ekit-Etebi";"Ekit";7,89222;4,7645;"Africa";"Nigeria"
"ekg";"Nuclear_Trans_New_Guinea, Paniai Lakes";"Ekari";136,0176;-3,88974;"Papua";"Indonesia (Papua)"
"eki";"Atlantic-Congo, Volta-Congo, Benue-Congo, Delta Cross, Lower Cross, Oboloic";"Eki";8,13613;5,1503;"Africa";"Nigeria"
"ekl";"Austroasiatic, Mundaic, North Munda, Kherwarian, Santalic";"Kol (Bangladesh)";NA;NA;"Eurasia";"Bangladesh"
"ekm";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Mbam, Yambasa (A.60), Baca-Nuclear Yambasa, Nuclear Yambasa, Elip-Maala";"Elip";11,19304;4,45694;"Africa";"Cameroon"
"eko";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Southern Bantu-Makua, Sotho-Makua-Venda, Sotho-Makua, North Mozambique Bantu";"Koti";39,76024;-16,48229;"Africa";"Mozambique"
"ekp";"Atlantic-Congo, Volta-Congo, Benue-Congo, Igboid";"Ekpeye";6,53362;5,06715;"Africa";"Nigeria"
"ekr";"Atlantic-Congo, Volta-Congo, Benue-Congo, Idomoid, Yatye-Akpa";"Yace";8,84077;6,84259;"Africa";"Nigeria"
"eky";"Sino-Tibetan, Karenic, Central Karen, Kayah";"Eastern Kayah";98,33586;19,893875;"Eurasia";"Thailand"
"ele";"Nuclear_Torricelli, Marienberg, Elepi-Kamasau-Marienberg";"Elepi";143,93014;-3,7505;"Papua";"Papua New Guinea"
"elh";"Nubian, West-Central Nubian, Central Nubian, Kordofan Nubian, Western Kordofan Nubian";"El Hugeirat";28,59013;11,94803;"Africa";"Sudan"
"eli";"Narrow_Talodi, Buram-Saraf, Nding-Tasomi";"Nding";30,73055;10,27415;"Africa";"Sudan"
"elk";"Nuclear_Torricelli, Au-Olo-Elkei, Olo-Elkei";"Elkei";142,09265;-3,45544;"Papua";"Papua New Guinea"
"ell";"Indo-European, Graeco-Phrygian, Greek, Attic, Koineic Greek";"Modern Greek";24,8699377778;42,3223855556;"Eurasia";"Canada"
"elm";"Atlantic-Congo, Volta-Congo, Benue-Congo, Delta Cross, Ogonoid, West Ogonoid";"Eleme";7,267;4,72964;"Africa";"Nigeria"
"elo";"Afro-Asiatic, Cushitic, East Cushitic, Lowland East Cushitic, Southern Lowland East Cushitic, Mainstream Lowland East Cushitic, Omo-Tana, Western Omo-Tana";"El Molo";36,76187;2,79312;"Africa";"Kenya"
"elp";"Spurious, Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Central Malayo-Polynesian, Central Maluku, East Central Maluku, Nunusaku, Piru Bay, East Piru Bay, Solehua, Seram Straits, Uliase, Hatuhaha, Saparuan, Elpaputi";"Elpaputih";128,263;-3,078;"Papua";"Indonesia (Papua)"
"elu";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Admiralty Islands, Eastern Admiralty Islands, Manus, East Manus, Kurti-Kele-Ere, Kurti-Elu";"Elu";147,10086;-1,99841;"Papua";"Papua New Guinea"
"elx";"Elamite";"Elamite";48,2333333333;31,1833333333;"Eurasia";"Iran"
"ema";"Atlantic-Congo, Volta-Congo, Benue-Congo, Akpes-Edoid, Edoid, North-Central Edoid, Central Plains Edoid";"Emai-Iuleha-Ora";5,84494;7,09089;"Africa";"Nigeria"
"emb";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, South Sulawesi, Tamanic-Bugis, Tamanic";"Embaloh";112,62997;1,3156;"Papua";"Indonesia (Papua)"
"eme";"Tupian, Maweti-Guarani, Aweti-Guarani, Tupi-Guarani, Tupi-Guarani Subgroup VIII, Wayampi-Zoe-Emerillon, Zoe-Emerillon";"Emerillon";-52,36986;3,23694;"South America";"French Guiana"
"emg";"Sino-Tibetan, Himalayish, Mahakiranti, Kiranti, Eastern Kiranti, Upper Arun, Mewahang";"Eastern Meohang";87,11336;27,51034;"Eurasia";"Nepal"
"emi";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, St. Matthias";"Mussau-Emira";149,62397;-1,44105;"Papua";"Papua New Guinea"
"emk";"Mande, Western Mande, Manding-Kpelle, Central Mande, Manding-Jogo, Manding-Vai, Manding-Mokole, Manding, East Manding, Manenkan";"Eastern Maninkakan";-10,5394;9,3304833333;"Africa";"Guinea"
"eml";"Spurious, Retired";"Emiliano-Romagnolo";NA;NA;"Eurasia";"San Marino"
"emn";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Tivoid, Central Tivoid, Central Tivoid B";"Eman";9,70562;6,22923;"Africa";"Cameroon"
"emo";"Lengua-Mascoy";"Emok";-57,88921;-24,92015;"South America";"Paraguay"
"emp";"Chocoan, Embera, Atrato, Panama-Baudo-Atrato ";"Northern Embera";-77,57396;7,12761;"South America";"Panama"
"ems";"Eskimo-Aleut, Eskimo, Yupik, Alaskan Yupik";"Pacific Gulf Yupik";-148,04281;60,42382;"North America";"United States"
"emu";"Dravidian, South Dravidian, South Dravidian II, Gondi, Southeast Gondi, General Southeast Gondi, Muria";"Eastern Muria";80,88926;20,14222;"Eurasia";"India"
"emw";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Central Malayo-Polynesian, Babar, South Babar, Southwest Babar";"Emplawas";129,72112;-8,03209;"Papua";"Indonesia (Papua)"
"emx";"Mixed Language, Basque-Romani";"Erromintxela";NA;NA;"Eurasia";"France"
"emy";"Mayan, Core Mayan, Western Mayan, Cholan-Tzeltalan, Cholan";"Epigraphic Mayan";NA;NA;"North America";"Mexico"
"ena";"Nuclear_Trans_New_Guinea, Madang, Kalamic-South Adelbert, South Adelbert, Sogeram, Central Sogeram";"Apali";145,02281;-5,1727;"Papua";"Papua New Guinea"
"enb";"Nilotic, Southern Nilotic, Kalenjin, Northern Kalenjin";"Markweeta";35,58662;1,15018;"Africa";"Kenya"
"enc";"Tai-Kadai, Kadaic, Eastern Kra, Buyang, Northern Buyang";"En";106,1667;22,83859;"Eurasia";"Viet Nam"
"end";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Central Malayo-Polynesian, Flores-Sumba-Hawu, Flores Barat, Ngada-Lio-Paluqe, Ngada-Lio, Ende-Lio";"Ende";121,55456;-8,70998;"Papua";"Indonesia (Papua)"
"enf";"Uralic, Samoyedic, Core Samoyedic, Enets-Nenets, Enets";"Forest Enets";88,2121;69,98287;"Eurasia";"Russia"
"eng";"Indo-European, Germanic, Northwest Germanic, West Germanic, North Sea Germanic, Anglo-Frisian, Anglian, Mercian, Macro-English";"English";-1;53;"Eurasia";"Canada"
"enh";"Uralic, Samoyedic, Core Samoyedic, Enets-Nenets, Enets";"Tundra Enets";83,7405;70,16258;"Eurasia";"Russia"
"enm";"Indo-European, Germanic, Northwest Germanic, West Germanic, North Sea Germanic, Anglo-Frisian, Anglian, Mercian";"Middle English";NA;NA;"Eurasia";"United Kingdom"
"enn";"Atlantic-Congo, Volta-Congo, Benue-Congo, Akpes-Edoid, Edoid, Delta Edoid, Degema-Engenni";"Engenni";6,37339;5,11931;"Africa";"Nigeria"
"eno";"Austronesian, Nuclear Austronesian, Malayo-Polynesian";"Enggano";102,24509;-5,38846;"Papua";"Indonesia (Papua)"
"enq";"Nuclear_Trans_New_Guinea, Enga-Kewa-Huli, Engan";"Enga";143,68529;-5,45619;"Papua";"Papua New Guinea"
"enr";"Pauwasi, Eastern Pauwasi";"Emumu";140,90347;-3,74242;"Papua";"Indonesia (Papua)"
"enu";"Sino-Tibetan, Burmo-Qiangic, Lolo-Burmese, Loloish, Hani-Jino, Bisoid-Hanic, Hanic, Bi-Ka";"Enu";101,85;22,95;"Eurasia";"China"
"env";"Atlantic-Congo, Volta-Congo, Benue-Congo, Akpes-Edoid, Edoid, North-Central Edoid, Unclassified North-Central Edoid, Igwe-Enwa-Sasaru";"Enwan (Edu State)";6,07393;7,15316;"Africa";"Nigeria"
"enw";"Atlantic-Congo, Volta-Congo, Benue-Congo, Delta Cross, Lower Cross, Enwang-Uda";"Enwan (Akwa Ibom State)";8,20974;4,68739;"Africa";"Nigeria"
"eot";"Atlantic-Congo, Volta-Congo, Kwa Volta-Congo, Nyo, Potou-Tano, Tano, Western Tano";"Beti (Cote d'Ivoire)";-3,28627;5,26495;"Africa";"Ivory Coast"
"epi";"Atlantic-Congo, Volta-Congo, Benue-Congo, Akpes-Edoid, Edoid, Delta Edoid";"Epie";6,3146;5,00894;"Africa";"Nigeria"
"epo";"Artificial Language";"Esperanto";2,81045;49,32733;"Eurasia";"Poland"
"era";"Dravidian, South Dravidian, South Dravidian I, Tamil-Kannada, Tamil-Kota, Tamil-Toda, Tamil-Irula, Tamil-Kodagu, Tamil-Malayalam, Tamiloid";"Eravallan";NA;NA;"Eurasia";"India"
"erg";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Southern Melanesian, Southern Vanuatu, Erromanga";"Sie";169,16608;-18,81812;"Papua";"Vanuatu"
"erh";"Atlantic-Congo, Volta-Congo, Benue-Congo, Akpes-Edoid, Edoid, Southwestern Edoid";"Eruwa";6,04818;5,18026;"Africa";"Nigeria"
"eri";"Nuclear_Trans_New_Guinea, Madang, Rai Coast, Nuru";"Ogea";145,71017;-5,37766;"Papua";"Papua New Guinea"
"erk";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, North and Central Vanuatu, Central Vanuatu, Epi-Efate, Efate, South Efatic";"South Efate";168,37659;-17,70063;"Papua";"Vanuatu"
"ero";"Sino-Tibetan, Burmo-Qiangic, Na-Qiangic, Qiangic, Gyalrongic, Horpa-Stodsde";"Horpa";101,72;31,10258;"Eurasia";"China"
"err";"Giimbiyu, Urninganggic";"Erre";132,86787;-12,28391;"Australia";"Australia"
"ers";"Sino-Tibetan, Burmo-Qiangic, Na-Qiangic, Ersuic";"Ersu";102,21339;29,28674;"Eurasia";"China"
"ert";"Lakes_Plain, Tariku, East Tariku, Eritai-Obokuitai-Biritai";"Eritai";138,05252;-2,71182;"Papua";"Indonesia (Papua)"
"erw";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Greater SHWNG, South Halmahera-West New Guinea, Bomberai";"Erokwanas";132,7048;-2,83746;"Papua";"Indonesia (Papua)"
"ese";"Pano-Tacanan, Tacanan, Takanik-Chamik";"Ese Ejja";-67,51496;-11,72683;"South America";"Bolivia"
"esh";"Indo-European, Indo-Iranian, Iranian, Western Iranian, Northwestern Iranian, Adharic, Tatic, Southern Tatic, Ramand-Karaj";"Eshtehardi";50,36768;35,72672;"Eurasia";"Iran"
